1,vault_agent,Database connection timeout after 18231ms | Pool exhausted,staging,payment_service-0041,2026-06-05 05:03:37.270541,3
2,vault_agent,Successfully processed request in 154ms | Status 200,staging,payment_service-0041,2026-06-05 05:03:37.270925,1
3,vault_agent,Successfully processed request in 27ms | Status 200,staging,payment_service-0041,2026-06-05 05:03:37.270808,1
4,vault_agent,Health check passed | Uptime: 627h | Memory stable,staging,payment_service-0041,2026-06-05 05:03:37.270721,1
5,vault_agent,Database connection pool utilization at 86% | Threshold: 80%,staging,payment_service-0041,2026-06-05 05:03:37.271019,2
6,vault_agent,Database connection timeout after 23321ms | Pool exhausted,staging,payment_service-0041,2026-06-05 05:05:37.270471,3
7,vault_agent,Health check passed | Uptime: 444h | Memory stable,staging,payment_service-0041,2026-06-05 05:05:37.270613,1
8,vault_agent,Database connection timeout after 10505ms | Pool exhausted,staging,payment_service-0041,2026-06-05 05:05:37.270821,3
9,vault_agent,Health check passed | Uptime: 609h | Memory stable,staging,payment_service-0041,2026-06-05 05:05:37.270928,1
10,payment_container,Successfully processed request in 147ms | Status 200,production,payment_service-4401,2026-06-05 05:06:37.271340,1
11,payment_container,Successfully processed request in 11ms | Status 200,production,payment_service-4401,2026-06-05 05:06:37.270905,1
12,api_gateway_container,Database connection timeout after 26162ms | Pool exhausted,production,api_gateway-3301,2026-06-05 05:07:37.270484,3
13,api_gateway_container,Response time degradation detected: avg 3574ms over last 60s,production,api_gateway-3301,2026-06-05 05:07:37.270554,2
14,api_gateway_container,Response time degradation detected: avg 3460ms over last 60s,production,api_gateway-3301,2026-06-05 05:07:37.270557,2
15,api_gateway_container,Health check passed | Uptime: 165h | Memory stable,production,api_gateway-3301,2026-06-05 05:07:37.270423,1
16,api_gateway_container,Health check passed | Uptime: 140h | Memory stable,production,api_gateway-3301,2026-06-05 05:07:37.270470,1
17,vault_agent,Database connection pool utilization at 75% | Threshold: 80%,production,payment_service-4401,2026-06-05 05:08:37.271258,2
18,envoy_proxy,Health check passed | Uptime: 563h | Memory stable,staging,api_gateway-0021,2026-06-05 05:09:37.271264,1
19,api_gateway_container,Database connection pool utilization at 89% | Threshold: 80%,staging,api_gateway-0021,2026-06-05 05:11:37.271121,2
20,api_gateway_container,Health check passed | Uptime: 289h | Memory stable,staging,api_gateway-0021,2026-06-05 05:11:37.270583,1
21,envoy_proxy,Successfully processed request in 43ms | Status 200,production,api_gateway-3301,2026-06-05 05:12:37.270714,1
22,envoy_proxy,Database connection timeout after 11001ms | Pool exhausted,production,api_gateway-3301,2026-06-05 05:12:37.271395,3
23,envoy_proxy,Successfully processed request in 71ms | Status 200,production,api_gateway-3301,2026-06-05 05:12:37.271353,1
24,api_gateway_container,Database connection timeout after 13255ms | Pool exhausted,production,api_gateway-3301,2026-06-05 05:13:37.271017,3
25,api_gateway_container,Database connection timeout after 26459ms | Pool exhausted,production,api_gateway-3301,2026-06-05 05:13:37.271218,3
26,api_gateway_container,Response time degradation detected: avg 3381ms over last 60s,production,api_gateway-3301,2026-06-05 05:13:37.270674,2
27,api_gateway_container,Successfully processed request in 118ms | Status 200,production,api_gateway-3301,2026-06-05 05:13:37.271283,1
28,envoy_proxy,Successfully processed request in 112ms | Status 200,staging,api_gateway-0021,2026-06-05 05:14:37.271289,1
29,envoy_proxy,Response time degradation detected: avg 1275ms over last 60s,staging,api_gateway-0021,2026-06-05 05:14:37.270911,2
30,envoy_proxy,Database connection pool utilization at 75% | Threshold: 80%,staging,api_gateway-0021,2026-06-05 05:14:37.271145,2
31,envoy_proxy,Successfully processed request in 37ms | Status 200,staging,api_gateway-0021,2026-06-05 05:14:37.271279,1
32,api_gateway_container,Health check passed | Uptime: 417h | Memory stable,production,api_gateway-3301,2026-06-05 05:15:37.270494,1
33,payment_container,Health check passed | Uptime: 288h | Memory stable,production,payment_service-4401,2026-06-05 05:17:37.270744,1
34,payment_container,Successfully processed request in 127ms | Status 200,production,payment_service-4401,2026-06-05 05:18:37.271057,1
35,payment_container,Successfully processed request in 43ms | Status 200,production,payment_service-4401,2026-06-05 05:18:37.270963,1
36,payment_container,Health check passed | Uptime: 66h | Memory stable,production,payment_service-4401,2026-06-05 05:18:37.271420,1
37,payment_container,Health check passed | Uptime: 97h | Memory stable,production,payment_service-4401,2026-06-05 05:18:37.271119,1
38,payment_container,Database connection timeout after 8849ms | Pool exhausted,production,payment_service-4401,2026-06-05 05:18:37.271237,3
39,vault_agent,Health check passed | Uptime: 560h | Memory stable,staging,payment_service-0041,2026-06-05 05:19:37.270960,1
40,vault_agent,Downstream service payment_service returned HTTP 503 | Retry budget exceeded,staging,payment_service-0041,2026-06-05 05:19:37.270700,3
41,vault_agent,Downstream service payment_service returned HTTP 503 | Retry budget exceeded,staging,payment_service-0041,2026-06-05 05:19:37.271015,3
42,vault_agent,Health check passed | Uptime: 686h | Memory stable,staging,payment_service-0041,2026-06-05 05:19:37.271345,1
43,envoy_proxy,Database connection timeout after 16284ms | Pool exhausted,staging,api_gateway-0021,2026-06-05 05:20:37.271403,3
44,envoy_proxy,Successfully processed request in 10ms | Status 200,staging,api_gateway-0021,2026-06-05 05:20:37.270799,1
45,envoy_proxy,Successfully processed request in 164ms | Status 200,staging,api_gateway-0021,2026-06-05 05:20:37.270940,1
46,payment_container,Health check passed | Uptime: 313h | Memory stable,production,payment_service-4401,2026-06-05 05:22:37.270920,1
47,envoy_proxy,Successfully processed request in 177ms | Status 200,staging,api_gateway-0021,2026-06-05 05:23:37.270743,1
48,envoy_proxy,Response time degradation detected: avg 3546ms over last 60s,staging,api_gateway-0021,2026-06-05 05:23:37.271366,2
49,envoy_proxy,Database connection timeout after 7997ms | Pool exhausted,staging,api_gateway-0021,2026-06-05 05:23:37.270961,3
50,envoy_proxy,Database connection timeout after 18740ms | Pool exhausted,staging,api_gateway-0021,2026-06-05 05:23:37.270974,3
51,envoy_proxy,Response time degradation detected: avg 2531ms over last 60s,staging,api_gateway-0021,2026-06-05 05:24:37.270839,2
52,envoy_proxy,Health check passed | Uptime: 574h | Memory stable,staging,api_gateway-0021,2026-06-05 05:24:37.270914,1
53,envoy_proxy,Database connection pool utilization at 88% | Threshold: 80%,staging,api_gateway-0021,2026-06-05 05:24:37.271123,2
54,envoy_proxy,Successfully processed request in 67ms | Status 200,staging,api_gateway-0021,2026-06-05 05:26:37.270880,1
55,envoy_proxy,Successfully processed request in 59ms | Status 200,staging,api_gateway-0021,2026-06-05 05:26:37.271072,1
56,envoy_proxy,Health check passed | Uptime: 19h | Memory stable,staging,api_gateway-0021,2026-06-05 05:27:37.271338,1
57,envoy_proxy,Successfully processed request in 194ms | Status 200,staging,api_gateway-0021,2026-06-05 05:27:37.270856,1
58,envoy_proxy,Database connection pool utilization at 80% | Threshold: 80%,staging,api_gateway-0021,2026-06-05 05:27:37.270721,2
59,envoy_proxy,Response time degradation detected: avg 3595ms over last 60s,staging,api_gateway-0021,2026-06-05 05:27:37.270609,2
60,envoy_proxy,Response time degradation detected: avg 764ms over last 60s,staging,api_gateway-0021,2026-06-05 05:27:37.270875,2
61,vault_agent,Database connection timeout after 23080ms | Pool exhausted,production,payment_service-4401,2026-06-05 05:28:37.271374,3
62,vault_agent,Database connection timeout after 4698ms | Pool exhausted,production,payment_service-4401,2026-06-05 05:28:37.270671,3
