1,0.26555253069634616,0,568630703,staging,payment_service-0041,235,2026-06-05 05:03:37.270420
2,0.81779308070136,0,404085157,production,api_gateway-3301,264,2026-06-05 05:04:37.270420
3,0.40257107593843583,0,533913256,staging,payment_service-0041,72,2026-06-05 05:05:37.270420
4,0.49724774799526866,0,494183920,production,payment_service-4401,105,2026-06-05 05:06:37.270420
5,0.5649226453729208,0,402764775,production,api_gateway-3301,172,2026-06-05 05:07:37.270420
6,0.3668018729453138,0,298528400,production,payment_service-4401,27,2026-06-05 05:08:37.270420
7,0.4728316281830782,0,535097344,staging,api_gateway-0021,241,2026-06-05 05:09:37.270420
8,0.12496877419884017,0,521733635,production,api_gateway-3301,100,2026-06-05 05:10:37.270420
9,0.6041289172870612,0,584131660,staging,api_gateway-0021,111,2026-06-05 05:11:37.270420
10,0.5532117435823166,0,384153110,production,api_gateway-3301,79,2026-06-05 05:12:37.270420
11,0.9096106813566301,0,675189338,production,api_gateway-3301,260,2026-06-05 05:13:37.270420
12,0.6095198781123915,0,786059006,staging,api_gateway-0021,42,2026-06-05 05:14:37.270420
13,0.6682303217934759,0,776702594,production,api_gateway-3301,60,2026-06-05 05:15:37.270420
14,0.5858795500016107,2,479158227,production,api_gateway-3301,50,2026-06-05 05:16:37.270420
15,0.8655529042229235,4,607345373,production,payment_service-4401,235,2026-06-05 05:17:37.270420
16,0.08554342116880867,0,679442654,production,payment_service-4401,0,2026-06-05 05:18:37.270420
17,0.9311110499129509,3,560072069,staging,payment_service-0041,195,2026-06-05 05:19:37.270420
18,0.28721327644507344,0,413474002,staging,api_gateway-0021,19,2026-06-05 05:20:37.270420
19,0.7758736059289171,3,761828418,production,api_gateway-3301,12,2026-06-05 05:21:37.270420
20,0.5581971154899846,0,644839857,production,payment_service-4401,246,2026-06-05 05:22:37.270420
21,0.4950225907916468,0,730228559,staging,api_gateway-0021,256,2026-06-05 05:23:37.270420
22,0.5932506802282873,0,274343422,staging,api_gateway-0021,194,2026-06-05 05:24:37.270420
23,0.8420437733276468,0,512898848,staging,payment_service-0041,193,2026-06-05 05:25:37.270420
